Unnamed: 0,State,District,Reg_id,date,mean,max,min
140,Maharashtra,YAVATMAL,4014,21-01-2024,23.679163,28.19134,19.365564
141,Maharashtra,YAVATMAL,4015,21-01-2024,22.508814,27.966333,16.97207
142,Maharashtra,YAVATMAL,4016,21-01-2024,23.495386,28.109735,19.074335
143,Maharashtra,PALGHAR,5001,21-01-2024,23.609644,29.090082,18.568933
144,Maharashtra,PALGHAR,5002,21-01-2024,23.359217,29.898401,18.3081
145,Maharashtra,PALGHAR,5003,21-01-2024,22.538599,28.95025,17.62472
146,Maharashtra,PALGHAR,5004,21-01-2024,23.966211,29.314508,18.779535
147,Maharashtra,PALGHAR,5005,21-01-2024,23.23855,28.80044,17.93661
148,Maharashtra,PALGHAR,5006,21-01-2024,23.816736,30.560816,18.135584
149,Maharashtra,PALGHAR,5007,21-01-2024,23.940393,29.603662,18.623407
150,Maharashtra,PALGHAR,5008,21-01-2024,23.973627,30.54342,18.361902
151,Maharashtra,NASIK,1005,21-01-2024,20.310755,26.760462,15.27334
152,Maharashtra,NASIK,1004,21-01-2024,19.684198,25.902308,14.300806
153,Maharashtra,NASIK,1003,21-01-2024,18.548182,24.767328,13.811914
154,Maharashtra,NASIK,1002,21-01-2024,19.050745,25.487696,13.048456
155,Maharashtra,NASIK,1001,21-01-2024,18.438807,24.544458,14.068445
156,Maharashtra,NANDURBAR,6,21-01-2024,18.88186,25.842524,13.800867
157,Maharashtra,NANDURBAR,5,21-01-2024,19.033289,26.312311,13.538111
158,Maharashtra,NANDURBAR,4,21-01-2024,19.721918,25.999079,14.9179325
159,Maharashtra,NANDURBAR,3,21-01-2024,19.241693,26.282404,13.813684
160,Maharashtra,NANDURBAR,2,21-01-2024,18.197931,24.79687,12.88125
161,Maharashtra,NANDURBAR,1,21-01-2024,18.840448,25.62243,14.089411
162,Maharashtra,NANDED,9016,21-01-2024,24.326777,28.544062,19.89956
163,Maharashtra,NANDED,9015,21-01-2024,23.78045,28.57934,18.829798
164,Maharashtra,NANDED,9014,21-01-2024,24.198084,28.596003,19.588373
165,Maharashtra,NANDED,9013,21-01-2024,23.921717,28.313532,19.24557
166,Maharashtra,NANDED,9012,21-01-2024,24.053156,28.652948,19.357813
167,Maharashtra,NANDED,9011,21-01-2024,23.147425,28.114222,17.748377
168,Maharashtra,NANDED,9010,21-01-2024,23.634241,28.332941,18.534662
169,Maharashtra,NANDED,9009,21-01-2024,23.544092,27.99566,18.64297
170,Maharashtra,NANDED,9008,21-01-2024,23.691523,28.222742,18.752588
171,Maharashtra,NANDED,9007,21-01-2024,23.712122,28.15185,18.95434
172,Maharashtra,NANDED,9006,21-01-2024,23.499353,28.285486,18.608332
173,Maharashtra,NANDED,9005,21-01-2024,24.497126,28.58761,20.176905
174,Maharashtra,NANDED,9004,21-01-2024,24.229242,28.585688,19.76861
175,Maharashtra,NANDED,9003,21-01-2024,24.464808,28.713007,20.011713
176,Maharashtra,NANDED,9002,21-01-2024,24.04696,28.489344,19.440027
177,Maharashtra,NANDED,9001,21-01-2024,23.834162,28.640131,18.96087
178,Maharashtra,NAGPUR,8016,21-01-2024,21.91836,27.192621,16.715998
179,Maharashtra,NAGPUR,8015,21-01-2024,20.130243,26.471552,14.072565
180,Maharashtra,NAGPUR,8014,21-01-2024,20.354395,26.151209,14.97558
181,Maharashtra,NAGPUR,8013,21-01-2024,20.524225,26.400293,14.888666
182,Maharashtra,NAGPUR,8012,21-01-2024,19.549524,26.409754,13.529383
183,Maharashtra,NAGPUR,8011,21-01-2024,21.103693,26.764795,15.367792
184,Maharashtra,NAGPUR,8010,21-01-2024,21.781214,27.124231,16.450495
185,Maharashtra,NAGPUR,8009,21-01-2024,20.68963,26.768427,14.925135
186,Maharashtra,NAGPUR,8008,21-01-2024,20.830103,26.677729,14.851404
187,Maharashtra,NAGPUR,8007,21-01-2024,21.138453,26.683771,15.646204
188,Maharashtra,NAGPUR,8006,21-01-2024,21.465662,27.062403,16.212854
189,Maharashtra,NAGPUR,8005,21-01-2024,20.261927,26.567194,14.458063
190,Maharashtra,NAGPUR,8004,21-01-2024,21.220728,26.781214,15.631159
191,Maharashtra,NAGPUR,8003,21-01-2024,20.530848,26.646235,14.492304
192,Maharashtra,NAGPUR,8002,21-01-2024,21.396387,27.00567,16.042963
193,Maharashtra,NAGPUR,8001,21-01-2024,22.077967,27.31347,17.130335
194,Maharashtra,,7004,21-01-2024,24.70669,26.497553,22.307398
195,Maharashtra,,7003,21-01-2024,24.485193,29.498377,19.865625
196,Maharashtra,,7002,21-01-2024,24.414179,28.4461,21.057703
197,Maharashtra,,7001,21-01-2024,24.621119,26.892878,22.070734
198,Maharashtra,LATUR,6010,21-01-2024,23.403101,27.82232,18.869043
199,Maharashtra,LATUR,6009,21-01-2024,22.968927,27.582666,18.674952
200,Maharashtra,LATUR,6008,21-01-2024,22.584589,27.535028,17.824152
201,Maharashtra,LATUR,6007,21-01-2024,23.245325,28.068964,19.018946
202,Maharashtra,LATUR,6006,21-01-2024,22.61294,27.755793,17.993708
203,Maharashtra,LATUR,6005,21-01-2024,23.544031,27.971003,18.7633
204,Maharashtra,LATUR,6004,21-01-2024,23.222315,27.691431,18.945429
205,Maharashtra,LATUR,6003,21-01-2024,22.98144,27.555994,18.349787
206,Maharashtra,LATUR,6002,21-01-2024,22.96676,28.012506,18.67959
207,Maharashtra,LATUR,6001,21-01-2024,23.091455,27.775599,17.960657
208,Maharashtra,KOLHAPUR,5012,21-01-2024,23.49969,29.60119,18.10525
209,Maharashtra,KOLHAPUR,5011,21-01-2024,23.193537,30.436884,15.831842
210,Maharashtra,KOLHAPUR,5010,21-01-2024,23.329645,30.27868,17.225641
211,Maharashtra,KOLHAPUR,5009,21-01-2024,23.090815,30.005457,16.239893
212,Maharashtra,KOLHAPUR,5008,21-01-2024,23.12176,29.905146,16.912409
